Darius,Garland,,PG,CLE,69,35.5,0.462,0.863,2.4,2.7,7.8,1.2,0.1,2.9,21.6,34005250
Bojan,Bogdanovic,,SF,DET,59,32.1,0.488,0.884,2.5,3.8,2.6,0.6,0.1,2.3,21.6,20000000
Desmond,Bane,,SG,MEM,58,31.7,0.479,0.883,2.9,5,4.4,1,0.4,2.2,21.5,3845083
Kyle,Kuzma,,SF,WAS,64,35,0.448,0.73,2.5,7.2,3.7,0.6,0.5,3,21.2,25568182
Terry,Rozier,,SG,CHA,63,35.3,0.415,0.809,2.6,4.1,5.1,1.2,0.3,2.1,21.1,23205221
Anfernee,Simons,,SG,POR,62,35,0.447,0.894,3.4,2.6,4.1,0.7,0.2,2.1,21.1,24107143
James,Harden,,SG,PHI,58,36.8,0.441,0.867,2.8,6.1,10.7,1.2,0.5,3.4,21,35640000
CJ,McCollum,,SG,NOR,75,35.3,0.437,0.769,2.8,4.4,5.7,0.9,0.5,2.4,20.9,35802469
Jordan,Clarkson,,PG,UTH,61,32.6,0.444,0.816,2.5,4,4.4,0.5,0.2,3,20.8,23487629
Karl-Anthony,Towns,,C,MIN,29,33,0.495,0.874,2.1,8.1,4.8,0.7,0.6,3,20.8,36016200
Tyrese,Haliburton,,PG,IND,56,33.6,0.49,0.871,2.9,3.7,10.4,1.6,0.4,2.5,20.7,5808435
Jerami,Grant,,SF,POR,63,35.7,0.475,0.813,2.3,4.5,2.4,0.8,0.8,1.8,20.5,27586207
Dejounte,Murray,,SG,ATL,74,36.4,0.464,0.832,1.8,5.3,6.1,1.5,0.3,2.2,20.5,18214000
Jordan,Poole,,SG,WAS,82,30,0.43,0.87,2.6,2.7,4.5,0.8,0.3,3.1,20.4,27955357
Bam,Adebayo,,C,MIA,75,34.6,0.54,0.806,0,9.2,3.2,1.2,0.8,2.5,20.4,32600060
Tyrese,Maxey,,PG,PHI,60,33.6,0.481,0.845,2.7,2.9,3.5,0.8,0.1,1.3,20.3,4343920
Kelly,Oubre,Jr,SG,PHI,48,32.3,0.431,0.76,2.3,5.2,1.1,1.4,0.4,1.3,20.3,2891467
Mikal,Bridges,,SF,BKN,83,35.7,0.468,0.895,2,4.4,3.3,1.1,0.7,1.5,20.1,21700000
Tyler,Herro,,PG,MIA,67,34.9,0.439,0.934,3,5.4,4.2,0.8,0.2,2.4,20.1,27000000
Louis,King,,SF,PHI,1,29,0.615,0,4,4,2,1,0,2,20,0
Jamal,Murray,,PG,DEN,65,32.8,0.454,0.833,2.6,4,6.2,1,0.2,2.2,20,33833400
Paolo,Banchero,,PF,ORL,72,33.8,0.427,0.738,1.2,6.9,3.7,0.8,0.5,2.8,20,11608080
Cade,Cunningham,,PG,DET,12,33.3,0.415,0.837,1.4,6.2,6,0.8,0.6,3.3,19.9,11055360
RJ,Barrett,,SG,NYK,73,33.9,0.434,0.74,1.7,5,2.8,0.4,0.2,2.2,19.6,23883929
Fred,VanVleet,,SG,HOU,69,36.7,0.393,0.898,3,4.1,7.2,1.8,0.6,2,19.3,40806300
Jrue,Holiday,,PG,BOS,67,32.6,0.479,0.859,2.4,5.1,7.4,1.2,0.4,2.9,19.3,36861707
Kevin,Porter,Jr,SG,HOU,59,34.3,0.442,0.784,2.4,5.3,5.7,1.4,0.3,3.2,19.2,15860000
Domantas,Sabonis,,PF,SAC,79,34.6,0.615,0.742,0.4,12.3,7.3,0.8,0.5,2.9,19.1,30600000
Jaren,Jackson,Jr,PF,MEM,63,28.4,0.506,0.788,1.6,6.8,1,1,3,1.7,18.6,27102202
Franz,Wagner,,SF,ORL,80,32.6,0.485,0.842,1.6,4.1,3.5,1,0.2,2.1,18.6,5508720
Devin,Vassell,,SG,SAS,38,31,0.439,0.78,2.7,3.9,3.6,1.1,0.4,1.5,18.5,5887899
Deandre,Ayton,,C,POR,67,30.4,0.589,0.76,0.1,10,1.7,0.6,0.8,1.8,18,32459438
Myles,Turner,,C,IND,62,29.4,0.548,0.783,1.5,7.5,1.4,0.6,2.3,1.7,18,20975000
D'Angelo,Russell,,PG,LAL,71,32.5,0.469,0.829,2.7,3,6.2,1,0.4,2.6,17.8,17307693
Nikola,Vucevic,,C,CHI,82,33.5,0.52,0.835,1.5,11,3.2,0.7,0.7,1.7,17.6,18518519
Michael,Porter,Jr,SF,DEN,62,29,0.487,0.8,3,5.5,1,0.6,0.5,1.1,17.4,33386850
Gary,Trent,Jr,SG,TOR,66,32.1,0.433,0.839,2.5,2.6,1.6,1.6,0.2,0.8,17.4,18560000
Spencer,Dinwiddie,,PG,BKN,79,34.5,0.438,0.812,2.3,3.4,6.5,0.8,0.3,1.8,17.3,20357143
Andrew,Wiggins,,SF,GSW,37,32.2,0.473,0.611,2.4,5,2.3,1.2,0.8,1.3,17.1,24330357
Norman,Powell,,G,LAC,60,26.1,0.479,0.812,1.9,2.9,1.8,0.8,0.3,1.7,17,18000000
Buddy,Hield,,SG,IND,80,31,0.458,0.822,3.6,5,2.8,1.2,0.3,1.7,16.8,19279841
O.G.,Anunoby,,SF,TOR,67,35.6,0.476,0.838,2.1,5,2,1.9,0.7,2,16.8,18642857
Bennedict,Mathurin,,SG,IND,78,28.5,0.434,0.828,1.3,4.1,1.5,0.6,0.2,1.9,16.7,6916080
Christian,Wood,,F,LAL,67,25.9,0.515,0.772,1.6,7.3,1.8,0.4,1.1,1.8,16.6,2709849
Josh,Giddey,,SG,OKC,76,31.1,0.482,0.731,1,7.9,6.2,0.8,0.4,2.8,16.6,6587040
Aaron,Gordon,,PF,DEN,68,30.2,0.564,0.608,0.9,6.6,3,0.8,0.8,1.4,16.3,22266182
Jaden,Ivey,,PG,DET,74,31.1,0.416,0.747,1.6,3.9,5.2,0.8,0.2,3.2,16.3,7614480
Evan,Mobley,,PF,CLE,79,34.4,0.554,0.674,0.3,9,2.8,0.8,1.5,1.8,16.2,8882640
RaiQuan,Gray,,F,BKN,1,35,0.5,1,2,9,7,0,1,4,16,0
Brook,Lopez,,C,MIL,78,30.4,0.531,0.784,1.7,6.7,1.3,0.5,2.5,1.4,15.9,25000000
Russell,Westbrook,,PG,LAC,73,29.1,0.436,0.656,1.2,5.8,7.5,1,0.5,3.5,15.9,3835738
P.J.,Washington,,PF,CHA,73,32.6,0.444,0.73,2,4.9,2.4,0.9,1.1,1.5,15.7,16847826
Cameron,Johnson,,SF,BKN,42,28.6,0.47,0.842,2.5,4.4,1.9,1.2,0.3,0.9,15.5,25679348
De'Andre,Hunter,,SF,ATL,67,31.7,0.461,0.826,1.5,4.2,1.4,0.5,0.3,1.2,15.4,20089286
Skylar,Mays,,SG,POR,6,31.5,0.5,0.923,2,3.2,8.3,1,0.2,1.7,15.3,0
Scottie,Barnes,,SF,TOR,77,34.8,0.456,0.772,0.8,6.6,4.8,1.1,0.8,2,15.3,8008680
Wendell,Carter,Jr,C,ORL,57,29.6,0.525,0.738,1.4,8.7,2.3,0.5,0.6,1.9,15.2,13050000
Kevin,Huerter,,SG,SAC,75,29.4,0.485,0.725,2.7,3.3,2.9,1.1,0.3,1.3,15.2,15669643
Khris,Middleton,,SF,MIL,33,24.3,0.436,0.902,1.5,4.2,4.9,0.7,0.2,2.2,15.1,29320988
Harrison,Barnes,,SF,SAC,82,32.5,0.473,0.847,1.6,4.5,1.6,0.7,0.1,1,15,17000000
Immanuel,Quickley,,SG,NYK,81,28.9,0.448,0.819,2.1,4.2,3.4,1,0.2,1.2,14.9,4171548
Malcolm,Brogdon,,PG,POR,67,26,0.484,0.87,2,4.2,3.7,0.7,0.3,1.5,14.9,22500000
Alperen,Sengun,,C,HOU,75,28.9,0.553,0.715,0.3,9,3.9,0.9,0.9,2.6,14.8,3536280
Tobias,Harris,,PF,PHI,74,32.9,0.501,0.876,1.7,5.7,2.5,0.9,0.5,1.2,14.7,39270150
Gordon,Hayward,,SF,CHA,50,31.5,0.475,0.811,1,4.3,4.1,0.8,0.2,2,14.7,31500000
Trey,Murphy,III,SG,NOR,79,31,0.484,0.905,2.6,3.6,1.4,1.1,0.5,0.8,14.5,3359280
Tim,Hardaway,Jr,SF,DAL,71,30.3,0.401,0.77,3,3.5,1.8,0.7,0.2,0.8,14.4,17897728
Dillon,Brooks,,SF,HOU,73,30.3,0.396,0.779,2,3.3,2.6,0.9,0.2,1.4,14.3,22627671
Collin,Sexton,,PG,UTH,48,23.9,0.506,0.819,1,2.2,2.9,0.6,0.1,1.8,14.3,17325000
Jarrett,Allen,,C,CLE,68,32.6,0.644,0.733,0,9.8,1.7,0.8,1.2,1.4,14.3,20000000
Jonas,Valanciunas,,C,NOR,79,24.9,0.547,0.826,0.5,10.2,1.8,0.3,0.7,2,14.1,15435000
Bobby,Portis,,F,MIL,70,26,0.496,0.768,1.4,9.6,1.5,0.4,0.2,1.2,14.1,11710818
Jalen,Williams,,F,OKC,75,30.3,0.521,0.812,1,4.5,3.3,1.4,0.5,1.6,14.1,4558680
Bogdan,Bogdanovic,,SG,ATL,54,27.9,0.447,0.831,2.7,3.1,2.8,0.8,0.3,1.2,14,18700000
Markelle,Fultz,,PG,ORL,60,29.6,0.514,0.783,0.5,3.9,5.7,1.5,0.4,2.3,14,17000000
Chris,Paul,,PG,GSW,59,32,0.44,0.831,1.7,4.3,8.9,1.5,0.4,1.9,13.9,30800000
Saddiq,Bey,,SF,ATL,77,27.6,0.422,0.861,2,4.7,1.5,0.9,0.2,0.9,13.8,4556983
Luguentz,Dort,,G,OKC,74,30.7,0.388,0.772,1.8,4.6,2.1,1,0.3,1.2,13.7,15277778
Malik,Monk,,SG,SAC,77,22.3,0.448,0.889,1.9,2.6,3.9,0.6,0.3,1.9,13.5,9945830
Rudy,Gobert,,C,MIN,70,30.7,0.659,0.644,0,11.6,1.2,0.8,1.4,1.7,13.4,41000000
Jusuf,Nurkic,,C,PHO,52,26.8,0.519,0.661,0.8,9.1,2.9,0.8,0.8,2.3,13.3,16875000
Kris,Dunn,,G,UTH,22,25.8,0.537,0.774,0.8,4.5,5.6,1.1,0.5,1.6,13.2,2586484
John,Collins,,PF,UTH,71,30,0.508,0.803,1,6.5,1.2,0.6,1,1.1,13.1,25340000
Cole,Anthony,,PG,ORL,60,25.9,0.454,0.894,1.3,4.8,3.9,0.6,0.5,1.5,13,5539771
Austin,Reaves,,SG,LAL,64,28.8,0.529,0.864,1.3,3,3.4,0.5,0.3,1.5,13,12015150
Tre,Jones,,PG,SAS,68,29.2,0.459,0.86,0.7,3.6,6.6,1.3,0.1,1.6,12.9,9895833
Jabari,Smith,Jr,PF,HOU,79,31,0.408,0.786,1.5,7.2,1.3,0.5,0.9,1.3,12.8,9326520
Alec,Burks,,SG,DET,51,22,0.436,0.814,1.9,3.1,2.2,0.7,0.2,1.1,12.8,10489600
Kenyon,Martin,Jr,F,LAC,82,28,0.569,0.68,0.8,5.5,1.5,0.5,0.4,1.1,12.7,1930681
Malik,Beasley,,SG,MIL,81,25.8,0.395,0.769,2.9,3.5,1.5,0.8,0.1,1.1,12.7,2709849
Nicolas,Claxton,,C,BKN,76,29.9,0.705,0.541,0,9.2,1.9,0.9,2.5,1.3,12.6,9625000
Dennis,Schroder,,PG,TOR,66,30.1,0.415,0.857,1.1,2.5,4.5,0.8,0.2,1.7,12.6,12405000
Mac,McClung,,SG,ORL,2,20.5,0.45,0.6,2,5,4.5,0,0,1.5,12.5,2019706
Jakob,Poeltl,,C,TOR,72,26.5,0.629,0.592,0,9.1,2.7,0.9,1.2,1.7,12.5,20000000
Kelly,Olynyk,,PF,UTH,68,28.6,0.499,0.853,1.4,6.2,3.7,0.9,0.5,2.5,12.5,12195122
Eric,Gordon,,SG,LAC,69,28.5,0.446,0.821,1.9,1.9,2.7,0.6,0.4,1.5,12.4,3196448
Derrick,White,,PG,BOS,82,28.3,0.462,0.875,1.8,3.6,3.9,0.7,0.9,1.2,12.4,18357143
Keegan,Murray,,SF,SAC,80,29.8,0.453,0.765,2.6,4.6,1.2,0.8,0.5,0.8,12.2,8409000
Caris,LeVert,,SG,CLE,74,30.2,0.431,0.722,1.7,3.8,3.9,1,0.3,1.6,12.1,15384616
Jaden,McDaniels,,PF,MIN,79,30.6,0.517,0.736,1.4,3.9,1.9,0.9,1,1.4,12.1,3901399
Marvin,Bagley,III,PF,DET,42,23.6,0.529,0.75,0.5,6.4,0.9,0.5,0.7,1.1,12,12500000
Clint,Capela,,C,ATL,65,26.6,0.653,0.603,0,11,0.9,0.7,1.2,0.8,12,20616000
Mike,Conley,,PG,MIN,67,30.3,0.428,0.834,2,2.7,6.7,1.1,0.2,1.5,11.9,24360000
Bones,Hyland,,PG,LAC,56,19.4,0.399,0.843,2.1,2.4,3.1,0.7,0.3,1.5,11.8,2306400
Lonnie,Walker,IV,G,BKN,56,23.2,0.448,0.858,1.6,1.9,1.1,0.5,0.3,0.8,11.7,2346614
Zach,Collins,,PF,SAS,63,22.9,0.518,0.761,0.9,6.4,2.9,0.6,0.8,2,11.6,7700000
Bruce,Brown,,SF,IND,80,28.5,0.483,0.758,1.1,4.1,3.4,1.1,0.6,1.5,11.5,22000000
Max,Strus,,SG,CLE,80,28.4,0.41,0.876,2.5,3.2,2.1,0.5,0.2,0.9,11.5,14487684
Marcus,Smart,,PG,MEM,61,32.1,0.415,0.746,1.9,3.1,6.3,1.5,0.4,2.3,11.5,18583713
Naz,Reid,,C,MIN,68,18.4,0.537,0.677,1.1,4.9,1.1,0.6,0.8,1.4,11.5,12950400
John,Wall,,PG,HOU,34,22.2,0.407,0.681,1,2.7,5.2,0.8,0.4,2.4,11.4,0
Isaiah,Stewart,,C,DET,50,28.3,0.442,0.738,1.3,8.1,1.4,0.4,0.7,1.4,11.3,5266713
Quentin,Grimes,,SG,NYK,71,29.9,0.468,0.796,2.2,3.2,2.1,0.7,0.4,1,11.3,2385720
Rui,Hachimura,,PF,LAL,63,23.3,0.486,0.74,0.8,4.5,0.9,0.3,0.4,0.8,11.2,15740741
Marcus,Morris,Sr,SF,LAC,65,28.1,0.426,0.782,1.7,4,1.8,0.6,0.3,0.9,11.2,17116279
Kyle,Lowry,,PG,MIA,55,31.2,0.404,0.859,1.9,4.1,5.1,1,0.4,1.9,11.2,29682540
Corey,Kispert,,SF,WAS,74,28.3,0.497,0.852,2.2,2.8,1.2,0.4,0.1,0.7,11.1,3722040
Jeremy,Sochan,,F,SAS,56,26,0.453,0.698,0.6,5.3,2.5,0.8,0.4,1.7,11,5316960
Mason,Plumlee,,C,LAC,79,26,0.68,0.636,0,8.9,3.1,0.6,0.6,1.5,10.8,5000000
Jaylen,Nowell,,SG,MIN,65,19.3,0.448,0.778,1,2.6,2,0.6,0.1,1,10.8,2165000
Kentavious,Caldwell-Pope,,SG,DEN,76,31.3,0.462,0.824,1.8,2.7,2.4,1.5,0.5,1.1,10.8,14704938
Ivica,Zubac,,C,LAC,76,28.5,0.634,0.697,0,9.9,1,0.4,1.3,1.5,10.8,10933333
Talen,Horton-Tucker,,SG,UTH,65,20.2,0.419,0.75,0.9,3.2,3.8,0.6,0.4,1.9,10.7,11020000
Victor,Oladipo,,SG,OKC,42,26.3,0.397,0.747,1.7,3,3.5,1.4,0.3,2.1,10.7,9450000
Jeenathan,Williams,,G,HOU,5,25.4,0.615,0.667,0.6,3,2,0.6,0.4,0.8,10.6,1801769
Cam,Thomas,,SG,BKN,57,16.6,0.441,0.868,0.9,1.7,1.4,0.4,0.1,1.1,10.6,2240160
Moritz,Wagner,,C,ORL,57,19.5,0.5,0.841,0.9,4.5,1.5,0.6,0.2,1.2,10.5,8000000
Grayson,Allen,,SG,PHO,72,27.4,0.44,0.905,2,3.3,2.3,0.9,0.2,1,10.4,8925000
Killian,Hayes,,PG,DET,76,28.3,0.377,0.821,1.1,2.9,6.2,1.4,0.4,2.3,10.3,7413955
Tyus,Jones,,PG,WAS,80,24.2,0.438,0.806,1.5,2.5,5.2,1,0.1,0.9,10.3,14000000
Cameron,Payne,,PG,SAS,48,20.2,0.415,0.766,1.4,2.2,4.5,0.7,0.2,1.7,10.3,6500000
Monte,Morris,,PG,DET,62,27.4,0.48,0.831,1.3,3.4,5.3,0.7,0.2,1,10.3,9800926
Doug,McDermott,,SF,SAS,64,20.5,0.457,0.757,1.9,2.2,1.4,0.2,0.1,0.9,10.2,13750000
Malaki,Branham,,G,SAS,66,23.5,0.44,0.829,1.2,2.7,1.9,0.5,0.1,1.2,10.2,3071880
Reggie,Jackson,,PG,DEN,68,24.4,0.411,0.91,1.4,2.1,3.4,0.7,0.1,1.7,10.2,5000000
Patrick,Williams,,PF,CHI,82,28.3,0.464,0.857,1.4,4,1.2,0.9,0.9,1.2,10.2,9835881
De'Anthony,Melton,,SG,PHI,77,27.9,0.426,0.793,2,4.1,2.6,1.6,0.5,1.3,10.1,8000000
Aaron,Nesmith,,SF,IND,73,24.9,0.427,0.838,1.6,3.8,1.3,0.8,0.5,1,10.1,5634257
Josh,Richardson,,SG,MIA,65,23.5,0.431,0.852,1.6,2.7,2.7,1.1,0.3,1.3,10.1,2891467
James,Wiseman,,C,DET,45,19.3,0.558,0.701,0.1,5.9,0.7,0.2,0.6,1.1,10,12119440
Brandon,Clarke,,PF,MEM,56,19.5,0.656,0.719,0,5.5,1.3,0.6,0.7,1,10,12500000
Jonathan,Kuminga,,PF,GSW,67,20.8,0.525,0.652,0.8,3.4,1.9,0.6,0.5,1.4,9.9,6012840
Onyeka,Okongwu,,PF,ATL,80,23.1,0.638,0.781,0.1,7.2,1,0.7,1.3,1,9.9,8109063
Jalen,Suggs,,SG,ORL,53,23.5,0.419,0.723,1.2,3,2.9,1.3,0.5,1.8,9.9,7252080
Shaedon,Sharpe,,SG,POR,80,22.2,0.472,0.714,1.3,3,1.2,0.5,0.3,1,9.9,6313800
Luka,Samanic,,F,UTH,7,23,0.456,0.692,1.1,4.3,2.1,0.9,0.3,1.4,9.9,2066585
Herbert,Jones,,SF,NOR,66,29.6,0.469,0.764,0.8,4.1,2.5,1.6,0.6,1.3,9.8,0
Thomas,Bryant,,C,MIA,59,18.3,0.623,0.738,0.4,5.7,0.5,0.3,0.5,0.6,9.8,2528233
Al,Horford,,C,BOS,63,30.5,0.476,0.714,2.3,6.2,3,0.5,1,0.6,9.8,10000000
Josh,Hart,,SG,NYK,76,32.3,0.529,0.75,0.8,7.8,3.8,1.2,0.3,1.5,9.8,12960000
Julian,Champagnie,,F,SAS,17,18.8,0.454,0.824,1.9,3.5,0.6,0.4,0.3,0.6,9.7,3000000
Cam,Reddish,,SF,LAL,40,24.8,0.446,0.853,1.1,2.2,1.4,1,0.4,1.2,9.7,2165000
Coby,White,,PG,CHI,74,23.4,0.443,0.871,1.7,2.9,2.8,0.7,0.1,1,9.7,11111111
Keita,Bates-Diop,,SF,PHO,67,21.7,0.508,0.793,0.8,3.7,1.5,0.7,0.3,0.8,9.7,2346614
Caleb,Martin,,SF,MIA,71,29.3,0.464,0.805,1.2,4.8,1.6,1,0.4,1.1,9.6,6802950
Isaiah,Joe,,SG,OKC,73,19.1,0.441,0.82,2.2,2.4,1.2,0.7,0.1,0.5,9.5,1997238
Andrew,Nembhard,,PG,IND,75,27.7,0.441,0.79,1.2,2.7,4.5,0.9,0.2,1.7,9.5,2131905
Jalen,Smith,,PF,IND,68,18.8,0.476,0.759,0.8,5.8,1,0.3,0.9,1.1,9.4,5043773
Jalen,McDaniels,,PF,TOR,80,23.9,0.455,0.841,1,4.3,1.6,1,0.4,1.2,9.4,4516000
Gabe,Vincent,,PG,LAL,68,25.9,0.402,0.872,1.7,2.1,2.5,0.9,0.1,1.4,9.4,10500000
Donte,DiVincenzo,,SG,NYK,72,26.3,0.435,0.817,2.1,4.5,3.5,1.3,0.1,1.6,9.4,10900000
Kyle,Anderson,,SF,MIN,69,28.4,0.509,0.735,0.6,5.3,4.9,1.1,0.9,1.5,9.4,9219512
Chris,Boucher,,PF,TOR,76,20,0.493,0.762,0.8,5.5,0.4,0.6,0.8,0.5,9.4,11750000
Hamidou,Diallo,,SG,DET,56,17.8,0.573,0.588,0.1,3.5,1,0.9,0.3,1.3,9.3,0
Tari,Eason,,F,HOU,82,21.5,0.448,0.752,0.7,6,1.1,1.2,0.6,1.2,9.3,3527160
Luke,Kennard,,SG,MEM,59,22.3,0.492,0.949,2.3,2.7,1.5,0.5,0.1,0.8,9.3,14763636
Precious,Achiuwa,,PF,TOR,55,20.7,0.485,0.702,0.5,6,0.9,0.6,0.5,1.1,9.2,4379526
Seth,Curry,,SG,DAL,61,19.9,0.463,0.927,1.5,1.6,1.6,0.6,0.1,0.8,9.2,4000000
Walker,Kessler,,C,UTH,74,23,0.72,0.516,0,8.4,0.9,0.4,2.3,0.8,9.2,2831160
Deni,Avdija,,SF,WAS,76,26.6,0.437,0.739,0.9,6.4,2.8,0.9,0.4,1.6,9.2,6263188
Jalen,Duren,,C,DET,67,24.9,0.648,0.611,0,8.9,1.1,0.7,0.9,1.4,9.1,4330680
Taurean,Prince,,PF,LAL,54,22.1,0.467,0.844,1.4,2.4,1.6,0.5,0.3,1.3,9.1,4516000
Jae'Sean,Tate,,SF,HOU,31,21.8,0.48,0.725,0.4,3.8,2.7,0.7,0.2,1.5,9.1,6500000
Josh,Green,,SG,DAL,60,25.7,0.537,0.723,1.1,3,1.7,0.7,0.1,1.2,9.1,4765339
Naji,Marshall,,SF,NOR,77,23.3,0.433,0.789,0.9,3.6,2.5,0.7,0.2,1.3,9.1,1930681
Bol,Bol,,C,PHO,70,21.5,0.546,0.759,0.4,5.8,1,0.4,1.2,1.6,9.1,2165000
Santiago,Aldama,,PF,MEM,77,21.8,0.47,0.75,1.2,4.8,1.3,0.6,0.6,0.8,9,2194200
Daniel,Gafford,,C,WAS,78,20.6,0.732,0.679,0,5.6,1.1,0.4,1.3,1.1,9,12402000
Jose,Alvarado,,PG,NOR,61,21.5,0.411,0.813,1.4,2.3,3,1.1,0.2,1.3,9,1836096
Mark,Williams,,C,CHA,43,19.3,0.637,0.691,0,7.1,0.4,0.7,1,0.9,9,3908160
AJ,Griffin,,F,ATL,72,19.5,0.465,0.894,1.4,2.1,1,0.6,0.2,0.6,8.9,3712920
Royce,O'Neale,,PF,BKN,76,31.7,0.386,0.725,2.1,5.1,3.7,0.9,0.6,1.5,8.8,9500000
Terance,Mann,,SG,LAC,81,23.1,0.519,0.78,1,3.4,2.3,0.5,0.3,1,8.8,10576923
Shaquille,Harrison,,G,LAL,5,24,0.417,0.733,0.6,4.4,6,2.2,0.4,1.2,8.8,2528233
Dennis,Smith,Jr,PG,BKN,54,25.7,0.412,0.736,0.4,3.1,4.8,1.4,0.5,1.5,8.8,2528233
Jaden,Hardy,,G,DAL,48,14.8,0.438,0.823,1.3,1.9,1.4,0.4,0.1,1,8.8,1719864
Jordan,Nwora,,SF,IND,62,19.2,0.436,0.791,1.4,3.7,1.4,0.4,0.2,1.1,8.7,3000000
Cedi,Osman,,SF,SAS,77,20.1,0.451,0.694,1.5,2.3,1.5,0.5,0.1,0.7,8.7,6718842
T.J.,McConnell,,PG,IND,75,20.3,0.543,0.853,0.3,3.1,5.3,1.1,0.1,1.9,8.7,8700000
Landry,Shamet,,SG,WAS,40,20.2,0.377,0.882,1.9,1.7,2.3,0.7,0.1,0.9,8.7,10250000
Steven,Adams,,C,MEM,42,27,0.597,0.364,0,11.5,2.3,0.9,1.1,1.9,8.6,12600000
